	COND	CONDIRR	DN	DNN	IMP	IN	IRR	MODAL	QUEST	RESTR	all_occ	all_other	lemma	nonver	pos
4516	0	0	0	0	0	0	2	0	0	0	6	6	софт	2	NOUN
4517	0	0	0	0	0	0	0	2	2	0	2	2	перемолоть	4	VERB
4518	0	0	0	0	0	0	0	2	0	0	2	2	сбыть	2	VERB
4519	0	0	2	0	0	0	0	0	0	0	2	2	раскорчевать	2	VERB
4520	0	0	2	0	0	0	0	0	0	0	14	14	груда	2	NOUN
4521	0	0	0	0	0	0	0	0	2	0	10	10	сливать	2	VERB
4522	0	0	0	0	0	0	0	2	0	0	12	12	смесить	2	VERB
4523	2	0	0	0	0	0	0	0	0	0	461	461	предприятие	2	NOUN
4524	0	0	2	0	0	0	0	0	0	2	4	4	умещаться	4	VERB
4525	0	0	0	0	0	0	0	2	0	0	49	49	записывать	2	VERB
4526	0	2	0	0	0	0	0	8	0	0	51	51	обвинить	10	VERB
4527	0	0	0	0	0	0	0	2	0	0	8	8	приписать	2	VERB
4528	0	0	0	0	0	0	0	2	0	0	7	7	преобразовываться	2	VERB
4529	0	0	2	0	0	0	0	0	0	0	5	5	удостоиться	2	VERB
4530	0	0	0	0	0	0	0	2	0	0	2	2	непредвзято	2	ADV
4531	0	0	2	0	0	0	0	0	0	0	63	63	трагедия	2	NOUN
4532	0	0	2	0	0	0	0	0	0	0	6	6	пахать	2	VERB
4533	0	0	0	0	0	0	0	2	0	0	4	4	преступать	2	VERB
4534	0	0	2	0	0	0	0	0	0	0	6	6	удваиваться	2	VERB
4535	0	0	0	0	0	0	0	2	0	0	8	8	заострить	2	VERB
4536	0	0	2	0	0	0	0	2	0	0	11	11	перечислять	4	VERB
4537	0	0	2	0	0	0	0	0	0	0	6	6	граничить	2	VERB
4538	0	0	4	0	0	0	0	0	0	0	217	217	понятие	4	NOUN
4539	2	0	0	0	0	0	0	0	0	0	14	14	законопослушный	2	ADJ
4540	0	0	0	0	0	0	0	2	0	0	26	26	здравствовать	2	VERB
4541	0	0	0	0	0	0	0	2	0	0	2	2	продаться	2	VERB
4542	0	0	2	0	0	0	0	0	0	0	2	2	тягость	2	NOUN
4543	0	0	2	0	0	0	0	0	0	0	2	2	бухенвальд	2	PROPN
4544	0	0	2	0	0	0	0	0	0	0	325	325	германия	2	PROPN
4545	0	0	0	0	0	0	0	0	2	0	19	19	мирно	2	ADV
4546	0	0	0	0	0	0	0	0	2	0	24	24	воспитывать	2	VERB
4547	0	0	0	0	0	0	0	0	2	0	4	4	ковырять	2	VERB
4548	0	0	2	0	0	0	0	0	0	0	82	82	строгий	2	ADJ
4549	0	0	2	0	0	0	0	0	2	0	4	4	чтить	4	VERB
4550	0	0	0	0	0	0	0	0	2	0	2	2	забалтывать	2	VERB
4551	0	0	2	0	0	0	0	0	0	0	2	2	говорильня	2	NOUN
4552	0	0	2	0	0	0	0	0	0	0	13	13	работоспособный	2	ADJ
4553	0	0	2	0	0	0	0	0	0	0	190	190	правовой	2	ADJ
4554	0	0	4	0	0	0	0	0	0	0	526	526	реальный	4	ADJ
4555	0	0	4	0	0	0	0	0	0	0	5	5	чинить	4	VERB
4556	0	0	0	0	0	0	0	0	0	2	13	13	сообразить	2	VERB
4557	0	0	2	0	0	0	0	0	0	0	78	78	наказание	2	NOUN
4558	0	0	4	0	0	0	0	0	0	2	4	4	навлечь	6	VERB
4559	0	0	2	0	0	0	0	0	0	0	2	2	приплести	2	VERB
4560	0	0	2	0	0	0	0	0	0	0	176	176	страх	2	NOUN
4561	0	0	0	0	0	0	0	2	0	0	6	6	выстрадать	2	VERB
4562	0	0	0	0	0	0	0	2	0	0	2	2	благовествовать	2	VERB
4563	0	0	0	0	0	0	0	0	2	0	2	2	молоть	2	VERB
4564	0	2	2	0	0	0	0	0	0	0	4	4	лукавство	4	NOUN
4565	2	0	0	0	0	0	0	0	2	0	6	6	уклоняться	4	VERB
4566	0	0	2	0	0	0	0	0	0	0	4	4	вербовать	2	VERB
4567	0	0	2	0	0	0	0	0	0	0	232	232	свойство	2	NOUN
4568	0	0	2	0	0	0	0	0	0	0	132	132	израиль	2	PROPN
4569	0	0	2	0	0	0	0	0	0	0	64	64	рим	2	PROPN
4570	0	0	2	0	0	0	0	0	0	0	65	65	интеллигенция	2	NOUN
4571	0	0	0	0	0	0	0	0	2	0	2	2	грозиться	2	VERB
4572	0	0	2	0	0	0	0	0	0	0	1052	1052	образование	2	NOUN
4573	0	0	4	0	0	0	0	0	0	0	130	130	ум	4	NOUN
4574	2	0	4	0	0	0	0	0	0	4	8	8	заступиться	10	VERB
4575	0	0	2	0	0	0	0	0	0	0	183	183	церковь	2	NOUN
4576	0	0	0	0	0	0	0	0	2	0	4	4	отвратить	2	VERB
4577	0	0	0	0	0	0	0	2	0	0	4	4	пренебречь	2	VERB
4578	0	0	2	0	0	0	0	0	0	0	39	39	четверо	2	NUM
4579	0	0	2	0	0	0	0	0	0	0	14	14	безразличный	2	ADJ
4580	0	0	2	0	0	0	0	0	0	0	11	11	экскурсия	2	NOUN
4581	0	0	2	0	0	0	0	0	0	0	101	101	еда	2	NOUN
4582	0	0	2	0	0	0	0	0	0	0	15	15	внук	2	NOUN
4583	2	0	0	0	0	0	0	2	0	0	2	2	привередничать	4	VERB
4584	2	0	0	0	0	0	0	0	0	0	69	69	грубый	2	ADJ
4585	0	0	2	0	0	0	0	0	0	0	19	19	ухаживать	2	VERB
4586	0	0	0	0	2	0	0	0	0	0	2	2	проскорбеть	2	VERB
4587	0	0	2	0	0	0	0	0	0	0	2	2	изувечиться	2	VERB
4588	0	0	0	0	0	0	0	0	0	2	4	4	расчесться	2	VERB
4589	0	0	0	0	0	0	0	0	2	0	6	6	перекуковать	2	VERB
4590	0	0	0	0	0	0	0	2	0	0	4	4	куковать	2	VERB
4591	2	0	0	0	0	0	0	0	0	0	12	12	благословение	2	NOUN
4592	0	0	0	0	2	0	0	0	0	0	8	8	вылить	2	VERB
4593	2	0	2	0	0	0	0	0	0	0	8	8	браниться	4	VERB
4594	0	0	4	0	0	0	0	0	0	0	18	18	разжигать	4	VERB
4595	0	0	2	0	0	0	0	0	0	0	12	12	разгореться	2	VERB
4596	0	0	2	0	0	0	0	0	0	0	4	4	проплакаться	2	VERB
4597	0	0	2	0	0	0	0	0	0	0	4	4	расстраивать	2	VERB
4598	0	0	0	0	0	0	0	0	2	0	4	4	расстраиваться	2	VERB
4599	0	0	2	0	0	0	0	0	0	0	3	3	солить	2	VERB
4600	0	0	2	0	0	0	0	2	0	0	15	15	уговорить	4	VERB
4601	0	0	2	0	0	0	0	0	0	0	2	2	перепечь	2	VERB
4602	0	0	2	0	0	0	0	0	0	0	6	6	переделать	2	VERB
4603	0	0	0	0	0	0	0	2	0	0	16	16	оговаривать	2	VERB
4604	0	0	2	0	0	0	0	0	0	0	4	4	перепрыгнуть	2	VERB
4605	0	0	2	0	0	0	0	0	0	0	2	2	перебрести	2	VERB
4606	0	0	0	0	0	0	0	0	6	0	10	10	почто	6	ADV
4607	2	0	2	0	0	0	0	0	0	0	2	2	поглянуться	4	VERB
4608	0	0	2	0	0	0	0	0	0	0	4	4	прислуга	2	NOUN
4609	0	0	2	0	0	0	0	0	0	0	2	2	договорить	2	VERB
4610	0	0	2	0	0	0	0	0	0	0	6	6	задавить	2	VERB
4611	0	0	2	0	0	0	0	0	0	0	8	8	мочить	2	VERB
4612	0	0	2	0	0	0	0	0	0	0	8	8	жечь	2	VERB
4613	0	0	2	0	0	0	0	0	0	0	35	35	мука	2	NOUN
4614	0	0	0	0	0	0	0	2	0	0	2	2	уняться	2	VERB
4615	0	0	0	0	2	0	0	0	0	0	4	4	усмирять	2	VERB
4616	0	0	0	0	2	0	0	0	0	0	2	2	уважить	2	VERB
4617	0	0	2	0	0	0	0	0	0	0	2	2	погордиться	2	VERB
4618	2	0	0	0	0	0	0	0	0	0	3	3	поругаться	2	VERB
4619	0	0	2	0	0	0	0	0	0	0	49	49	подарок	2	NOUN
4620	0	0	2	0	0	0	0	0	0	0	210	210	старший	2	ADJ
4621	0	0	4	0	0	0	0	0	0	0	332	332	частный	4	ADJ
4622	0	0	2	0	0	0	0	0	0	0	4	4	безгрешный	2	ADJ
4623	0	0	0	0	0	0	0	0	2	0	57	57	ровно	2	ADV
4624	0	0	0	0	0	0	0	2	0	0	16	16	обжаловать	2	VERB
4625	0	0	2	0	0	0	0	0	0	0	23	23	сумасшедший	2	NOUN
4626	0	0	0	0	0	0	0	2	0	0	36	36	мобилизовать	2	VERB
4627	0	0	0	0	0	0	0	4	0	0	4	4	послезавтра	4	ADV
4628	2	0	0	0	0	0	0	2	0	0	27	27	кидать	4	VERB
4629	0	0	0	0	0	0	0	6	0	2	24	24	тушить	8	VERB
4630	0	2	2	0	0	0	0	0	0	0	354	354	широкий	4	ADJ
4631	2	0	2	0	0	0	0	0	0	0	12	12	разогнать	4	VERB
4632	0	0	2	0	0	0	0	0	0	0	348	348	класс	2	NOUN
4633	0	0	2	0	0	0	0	0	0	0	3	3	загон	2	NOUN
4634	0	0	0	0	0	0	0	2	0	0	2	2	институционализировать	2	VERB
4635	0	2	2	0	0	0	0	0	0	0	24	24	расходиться	4	VERB
4636	0	0	2	0	0	0	0	0	0	0	24	24	чуров	2	PROPN
4637	0	0	2	0	0	0	0	0	0	0	5	5	раскачивать	2	VERB
4638	2	0	0	0	0	0	0	2	0	0	5	5	полезть	4	VERB
4639	0	2	2	0	0	0	0	0	0	0	423	423	внутренний	4	ADJ
4640	0	0	2	0	0	0	0	0	0	0	971	971	государственный	2	ADJ
4641	0	2	0	0	0	0	0	0	0	0	12	12	затруднить	2	VERB
4642	0	0	2	0	0	0	0	0	0	0	532	532	национальный	2	ADJ
4643	0	0	4	0	0	0	0	0	0	0	134	134	владелец	4	NOUN
4644	0	4	0	0	0	0	0	0	0	0	119	119	каков	4	ADJ
4645	0	0	2	0	0	0	0	0	0	0	106	106	редко	2	ADV
4646	0	0	0	0	0	0	0	0	0	2	10	10	затрудниться	2	VERB
4647	2	2	0	0	0	0	0	0	0	0	35	35	неверный	4	ADJ
4648	0	0	0	0	0	0	0	0	2	0	24	24	насчитывать	2	VERB
4649	0	0	0	0	0	0	0	4	0	0	9	9	очертить	4	VERB
4650	0	0	2	0	0	0	0	0	0	0	420	420	лидер	2	NOUN
4651	0	0	2	0	0	0	0	0	0	0	116	116	треть	2	NOUN
4652	0	0	0	0	0	0	0	2	0	0	10	10	рубить	2	VERB
4653	0	0	2	0	0	0	0	6	0	0	45	45	резать	8	VERB
4654	0	0	0	0	0	0	0	2	0	0	4	4	обыграть	2	VERB
4655	0	0	2	0	0	0	0	0	0	0	3	3	полениться	2	VERB
4656	0	0	2	0	0	0	0	0	0	0	2	2	отстегивание	2	NOUN
4657	0	0	0	0	0	0	0	2	2	0	4	4	солидаризироваться	4	VERB
4658	0	0	0	0	0	0	0	0	0	2	4	4	возвысить	2	VERB
4659	0	0	2	0	0	0	0	0	0	0	2	2	зашоренность	2	NOUN
4660	0	0	0	0	0	0	0	2	0	0	156	156	вперед	2	ADV
4661	0	0	0	0	0	0	0	2	0	0	2	2	передумать	2	VERB
4662	0	0	0	0	2	0	0	0	2	0	16	16	слышаться	4	VERB
4663	0	0	2	0	0	0	0	0	0	0	9	9	перипетия	2	NOUN
4664	0	0	2	0	0	0	0	2	0	0	22	22	транслировать	4	VERB
4665	0	0	0	0	0	0	0	0	2	0	14	14	топать	2	VERB
4666	0	0	2	0	0	0	0	0	0	2	2	2	наслушаться	4	VERB
4667	0	0	2	0	0	0	0	0	0	0	3	3	лоджия	2	NOUN
4668	0	0	2	0	0	0	0	0	0	0	387	387	5	2	NUM
4669	0	0	0	0	0	0	0	0	2	0	5	5	импонировать	2	VERB
4670	0	0	0	0	0	0	0	2	0	0	26	26	понятно	2	ADV
4671	0	0	0	0	0	0	0	2	0	0	18	18	разбросить	2	VERB
4672	2	0	0	0	0	0	0	0	0	0	7	7	переселяться	2	VERB
4673	0	0	0	0	0	0	0	2	0	0	4	4	отграничить	2	VERB
4674	0	0	2	0	0	0	0	0	0	0	66	66	фантастический	2	ADJ
4675	0	0	2	0	0	0	0	0	0	0	4	4	идеализировать	2	VERB
4676	0	0	2	0	0	0	0	0	0	0	17	17	зарубежье	2	NOUN
4677	0	0	2	0	0	0	0	0	0	0	99	99	удовольствие	2	NOUN
4678	0	0	2	0	0	0	0	0	0	0	53	53	противодействие	2	NOUN
4679	0	0	0	0	0	0	0	2	2	0	26	26	узаконить	4	VERB
4680	2	0	0	0	0	0	0	0	0	0	2	2	отмалчиваться	2	VERB
4681	0	0	0	0	0	0	0	2	2	0	16	16	митинговать	4	VERB
4682	0	0	0	0	0	0	0	4	0	0	4	4	отослать	4	VERB
4683	0	0	2	0	0	0	0	0	0	0	27	27	стадо	2	NOUN
4684	0	0	2	0	0	0	0	0	0	0	292	292	влияние	2	NOUN
4685	0	0	2	0	0	0	0	0	0	0	13	13	оформиться	2	VERB
4686	0	0	0	0	0	0	0	2	0	0	9	9	созвать	2	VERB
4687	0	0	2	0	0	0	0	2	0	0	14	14	укрепляться	4	VERB
4688	0	0	2	0	0	0	0	0	0	0	742	742	партия	2	NOUN
4689	2	0	0	0	0	0	0	0	0	0	26	26	наверху	2	ADV
4690	0	0	0	0	0	0	0	4	0	0	11	11	распустить	4	VERB
4691	0	0	2	0	0	0	0	0	0	0	10	10	разрешимый	2	ADJ
4692	0	0	6	0	0	0	0	0	0	0	11	11	совместимый	6	ADJ
4693	0	0	0	0	0	0	2	0	0	0	16	16	обрекать	2	VERB
4694	0	0	0	0	0	0	0	0	2	0	6	6	дорасти	2	VERB
4695	0	0	0	0	0	0	0	0	2	0	4	4	дорастать	2	VERB
4696	0	0	0	0	0	0	0	0	2	0	15	15	подталкивать	2	VERB
4697	0	0	2	0	0	0	0	0	0	0	6	6	увенчать	2	VERB
4698	0	0	2	0	0	0	0	0	0	0	45	45	допустимый	2	ADJ
4699	0	0	0	0	0	0	0	0	2	0	4	4	остерегаться	2	VERB
4700	0	0	2	0	0	0	0	0	0	0	4	4	вождистский	2	ADJ
4701	2	0	0	0	0	0	0	0	0	0	4	4	наличествовать	2	VERB
4702	0	0	0	0	0	0	0	6	0	0	29	29	бесконечно	6	ADV
4703	0	0	0	0	0	0	0	0	2	0	14	14	обновить	2	VERB
4704	0	0	2	0	0	0	0	0	0	0	405	405	пять	2	NUM
4705	2	0	2	0	0	0	0	4	0	0	26	26	срыть	8	VERB
4706	0	0	2	0	0	0	0	0	0	0	604	604	счет	2	NOUN
4707	2	0	0	0	0	0	0	0	0	0	2	2	копнуть	2	VERB
4708	0	0	2	0	0	0	0	0	0	0	117	117	школьник	2	NOUN
4709	0	0	2	0	0	0	0	0	0	0	10	10	передаточный	2	ADJ
4710	0	0	2	0	0	0	0	0	0	0	229	229	учебник	2	NOUN
4711	0	0	0	0	0	0	0	2	0	0	4	4	преподать	2	VERB
4712	0	0	2	0	0	0	0	0	0	0	574	574	метод	2	NOUN
4713	0	2	0	0	0	0	0	2	0	0	10	10	своротить	4	VERB
4714	0	2	0	0	0	0	0	0	0	0	12	12	жуков	2	PROPN
4715	0	0	2	0	0	0	0	0	0	0	32	32	напасть	2	VERB
4716	2	2	0	0	0	0	0	0	0	0	8	8	расправиться	4	VERB
4717	0	0	2	0	0	0	0	0	0	0	123	123	хрущев	2	PROPN
4718	2	0	0	0	0	0	0	0	0	0	310	310	предмет	2	NOUN
4719	0	0	0	0	0	0	0	2	0	0	2	2	поучать	2	VERB
4720	0	2	0	0	0	0	0	4	0	0	31	31	обнародовать	6	VERB
4721	0	0	4	0	0	0	0	0	2	0	15	15	пресекать	6	VERB
4722	0	0	0	0	0	0	0	0	2	0	2	2	потакать	2	VERB
4723	0	0	0	0	0	0	0	0	2	0	8	8	множиться	2	VERB
4724	0	0	2	0	0	0	0	4	4	0	10	10	каяться	10	VERB
4725	0	0	0	0	0	0	0	0	2	0	48	48	расстрелять	2	VERB
4726	0	0	0	0	0	0	0	0	2	0	7	7	замучить	2	VERB
4727	0	0	0	0	0	0	0	2	0	0	11	11	внятно	2	ADV
4728	0	2	0	0	0	0	0	0	2	0	8	8	мстить	4	VERB
4729	0	0	0	0	0	0	0	0	2	0	6	6	добивать	2	VERB
4730	0	0	0	2	0	0	0	0	0	0	4	4	протаскивать	2	VERB
4731	0	0	2	0	0	0	0	0	0	0	120	120	80	2	NUM
4732	0	2	0	0	0	0	0	0	0	0	11	11	наивность	2	NOUN
4733	0	0	2	0	0	0	0	0	0	0	2	2	однополярный	2	ADJ
4734	0	0	2	0	0	0	0	0	0	0	39	39	конь	2	NOUN
4735	2	0	0	0	0	0	0	0	0	0	4	4	закусить	2	VERB
4736	0	0	2	0	0	0	0	0	0	0	24	24	степь	2	NOUN
4737	0	0	2	0	0	0	0	0	0	0	2	2	вмешивать	2	VERB
4738	0	2	0	0	0	0	0	0	0	0	37	37	глупый	2	ADJ
4739	0	0	2	0	0	0	0	0	0	0	27	27	деградация	2	NOUN
4740	0	0	2	0	0	0	0	0	0	0	4	4	переводиться	2	VERB
4741	0	0	2	0	0	0	0	0	0	0	6	6	вымереть	2	VERB
4742	0	0	2	0	0	0	0	2	0	0	40	40	гулять	4	VERB
4743	0	0	0	0	0	0	0	0	2	2	21	21	переехать	4	VERB
4744	0	0	2	0	0	0	0	2	0	0	4	4	перепродать	4	VERB
4745	0	0	2	0	0	0	0	0	0	0	16	16	фанатик	2	NOUN
4746	0	0	2	0	0	0	0	0	0	0	4	4	сектант	2	NOUN
4747	0	0	2	0	0	0	0	0	0	0	9	9	неудачник	2	NOUN
4748	0	0	4	0	0	0	0	0	0	0	755	755	бизнес	4	NOUN
4749	0	0	2	0	0	0	0	0	0	0	38	38	обрабатывать	2	VERB
4750	0	0	2	0	0	0	0	0	0	0	6	6	насытить	2	VERB
4751	0	0	0	0	0	0	0	0	4	0	45	45	выстроить	4	VERB
4752	0	0	2	0	0	0	0	0	0	0	10	10	противопоставлять	2	VERB
4753	0	0	2	0	0	0	0	0	0	0	104	104	психологический	2	ADJ
4754	0	0	0	0	0	0	0	2	0	0	16	16	отрыть	2	VERB
4755	0	0	2	0	0	0	0	0	0	0	514	514	структура	2	NOUN
4756	0	0	0	0	0	0	0	2	0	0	12	12	втянуть	2	VERB
4757	0	0	0	0	0	0	0	4	0	0	8	8	проливать	4	VERB
4758	2	0	0	0	0	0	0	4	0	0	6	6	подкрасться	6	VERB
4759	0	0	0	0	0	0	0	2	0	2	42	42	надевать	4	VERB
4760	0	0	2	0	0	0	0	0	0	0	6	6	односельчанин	2	NOUN
4761	0	0	2	0	0	0	0	2	0	0	6	6	отомстить	4	VERB
4762	0	0	0	0	0	0	0	0	2	0	2	2	размываться	2	VERB
4763	0	0	0	0	0	0	0	0	2	0	9	9	зреть	2	VERB
4764	2	2	0	0	0	0	0	0	0	0	2	2	сбоить	4	VERB
4765	0	0	2	0	0	0	0	0	0	0	24	24	отделять	2	VERB
4766	0	0	2	0	0	0	0	0	0	0	13	13	подтверждаться	2	VERB
4767	0	0	0	0	0	0	0	2	0	2	4	4	умозрительно	4	ADV
4768	0	0	0	0	0	0	0	2	0	0	10	10	усложнять	2	VERB
4769	0	0	0	0	0	0	0	2	0	0	12	12	оговориться	2	VERB
4770	0	0	0	0	0	0	0	2	18	0	2	2	переформулировать	20	VERB
4771	4	0	0	0	0	0	0	0	0	0	66	66	убежденный	4	ADJ
4772	0	0	2	0	0	0	0	4	0	0	60	60	опровергнуть	6	VERB
4773	2	0	8	0	0	0	0	2	0	0	23	23	согласоваться	12	VERB
4774	2	0	0	0	0	0	0	0	0	0	56	56	подлинный	2	ADJ
4775	2	0	0	0	0	0	0	0	0	0	6	6	спотыкнуться	2	VERB
4776	0	0	0	0	0	0	0	2	0	0	22	22	дополнить	2	VERB
4777	0	0	0	0	0	0	0	2	0	0	42	42	вблизи	2	ADV
4778	0	0	0	0	0	0	0	0	2	0	2	2	выказывать	2	VERB
4779	0	0	0	0	0	0	0	4	0	0	2	2	препоручить	4	VERB
4780	0	0	4	0	0	0	0	0	0	0	20	20	выделяться	4	VERB
4781	0	0	2	0	0	0	0	0	0	0	2	2	вербальный	2	ADJ
4782	0	0	2	0	0	0	0	0	0	0	66	66	стандартный	2	ADJ
4783	0	0	0	0	0	0	0	2	0	0	5	5	принуждать	2	VERB
4784	2	0	0	0	0	0	0	0	0	0	41	41	уделять	2	VERB
4785	0	0	2	0	0	0	0	0	0	0	4	4	подвижник	2	NOUN
4786	0	0	2	0	0	0	0	0	0	0	9	9	стандартизировать	2	VERB
4787	0	0	2	0	0	0	0	0	0	0	29	29	палка	2	NOUN
4788	0	0	0	0	0	0	0	2	0	0	2	2	исчислить	2	VERB
4789	0	0	0	0	0	0	0	2	0	0	2	2	отчудить	2	VERB
4790	0	0	2	0	0	0	0	0	2	2	18	18	выдвигаться	6	VERB
4791	2	0	0	0	0	0	0	0	0	0	2	2	богохульствовать	2	VERB
4792	0	0	0	0	0	0	0	2	0	0	2	2	подменяться	2	VERB
4793	0	0	6	0	0	0	0	0	0	0	329	329	выбор	6	NOUN
4794	0	0	2	0	0	0	0	0	0	0	27	27	бешеный	2	ADJ
4795	0	0	2	0	0	0	0	0	0	0	8	8	кусать	2	VERB
4796	0	0	0	0	0	0	0	2	0	0	8	8	заражаться	2	VERB
4797	0	0	0	0	0	0	0	0	0	2	10	10	заразиться	2	VERB
4798	0	0	0	0	0	0	0	2	0	0	2	2	инокулировать	2	VERB
4799	0	0	0	0	0	0	0	0	2	0	2	2	оживленно	2	ADV
4800	0	0	0	0	0	0	0	2	0	0	4	4	раздвоиться	2	VERB
4801	0	0	2	0	0	0	0	0	0	0	28	28	инфекция	2	NOUN
4802	0	0	2	0	0	0	0	0	0	0	2	2	слыхать	2	VERB
4803	0	0	2	0	0	0	0	0	0	0	16	16	обрыть	2	VERB
4804	0	0	2	0	0	0	0	0	0	0	223	223	картина	2	NOUN
4805	0	0	2	0	0	0	0	0	0	0	99	99	аргумент	2	NOUN
4806	2	0	0	0	0	0	0	0	0	0	2	2	спалить	2	VERB
4807	0	0	0	0	0	0	0	2	0	0	2	2	обустроить	2	VERB
4808	0	0	2	0	0	0	0	2	0	0	2	2	обездвижить	4	VERB
4809	0	0	0	0	0	0	0	2	0	0	15	15	чистить	2	VERB
4810	0	0	0	0	0	0	0	2	0	0	14	14	тереться	2	VERB
4811	0	0	0	0	0	0	0	2	0	0	2	2	встряхиваться	2	VERB
4812	0	0	0	0	0	0	0	2	0	0	8	8	купаться	2	VERB
4813	0	0	0	0	0	0	0	0	0	2	10	10	приступать	2	VERB
4814	0	0	0	0	0	0	0	2	0	0	4	4	насиживать	2	VERB
4815	0	0	0	0	0	0	0	2	0	0	8	8	попеременно	2	ADV
4816	0	0	0	0	0	0	0	2	0	0	19	19	накапливаться	2	VERB
4817	0	0	0	0	0	0	0	0	2	0	6	6	причастить	2	VERB
4818	0	0	0	0	0	0	0	0	2	0	13	13	крестить	2	VERB
4819	0	0	0	0	0	0	0	2	0	0	2	2	причаститься	2	VERB
4820	0	0	0	0	0	0	0	4	0	2	14	14	пробиться	6	VERB
4821	0	0	0	0	0	0	0	0	2	0	8	8	невозможно	2	ADV
4822	0	0	2	0	0	0	0	0	0	0	4	4	корысть	2	NOUN
4823	0	0	2	0	0	0	0	0	0	0	6	6	регистратор	2	NOUN
4824	0	0	0	0	0	0	0	2	0	0	6	6	скреплять	2	VERB
4825	0	0	0	0	0	0	0	2	2	0	11	11	консультировать	4	VERB
4826	0	0	0	0	0	0	0	0	0	2	4	4	интеллектуально	2	ADV
4827	0	0	2	0	0	0	0	0	0	0	10	10	свержение	2	NOUN
4828	0	0	2	0	0	0	0	4	2	0	39	39	избавиться	8	VERB
4829	0	0	0	0	0	0	0	4	0	0	10	10	отчуждать	4	VERB
4830	0	0	2	0	0	0	0	0	0	0	9	9	черпать	2	VERB
4831	0	0	0	0	0	0	0	0	2	0	29	29	одинаково	2	ADV
4832	0	0	2	0	0	0	0	0	0	0	1790	1790	ни	2	PART
4833	2	0	0	0	0	0	0	0	0	0	104	104	империя	2	NOUN
4834	0	0	0	0	0	0	0	2	0	0	2	2	потосковать	2	VERB
4835	0	0	2	0	0	0	0	0	0	0	2	2	углубить	2	VERB
4836	0	0	2	0	0	0	0	0	0	0	10	10	сворачивать	2	VERB
4837	0	0	0	0	0	0	0	2	0	0	6	6	завернуть	2	VERB
4838	0	0	2	0	0	0	0	0	0	0	53	53	классовый	2	ADJ
4839	0	0	0	0	0	0	0	0	0	2	14	14	рыть	2	VERB
4840	2	0	0	0	0	0	0	2	0	0	18	18	предстать	4	VERB
4841	0	0	0	0	0	0	0	0	2	0	16	16	твориться	2	VERB
4842	0	0	2	0	0	0	0	0	0	0	2	2	досыта	2	ADV
4843	0	0	0	0	2	0	0	0	0	0	17	17	как-нибудь	2	ADV
4844	0	0	0	0	0	0	0	2	0	0	4	4	погреться	2	VERB
4845	0	0	0	0	0	0	0	4	0	0	39	39	подчас	4	ADV
4846	0	0	2	0	0	0	0	0	0	0	47	47	милый	2	ADJ
4847	0	0	2	0	0	0	0	0	0	0	4	4	отрекаться	2	VERB
4848	0	0	0	0	0	0	0	2	0	0	4	4	провертывать	2	VERB
4849	2	0	0	0	0	0	0	0	0	0	20	20	казнить	2	VERB
4850	0	0	2	0	0	0	0	0	2	0	31	31	осудить	4	VERB
4851	0	0	2	0	0	0	0	0	0	0	2	2	коррупционноемкий	2	ADJ
4852	0	0	2	0	0	0	0	0	0	0	6	6	информатизация	2	NOUN
4853	0	0	4	0	0	0	0	0	0	0	8	8	наукоемкость	4	NOUN
4854	0	0	0	0	0	0	0	0	0	2	13	13	втягиваться	2	VERB
4855	0	0	0	0	0	0	0	2	0	0	27	27	многократно	2	ADV
4856	0	0	2	0	0	0	0	0	0	0	22	22	вытеснить	2	VERB
4857	0	0	0	0	0	0	0	2	0	0	11	11	агрессивно	2	ADV
4858	0	0	2	0	0	0	0	0	0	0	2	2	заинтересовывать	2	VERB
4859	0	0	2	0	0	0	0	0	0	0	14	14	доходность	2	NOUN
4860	0	0	2	0	0	0	0	0	0	0	119	119	стиль	2	NOUN
4861	0	0	4	0	0	0	0	0	0	0	129	129	цвет	4	NOUN
4862	0	0	2	0	0	0	0	0	0	0	1014	1014	число	2	NOUN
4863	0	0	0	0	0	0	0	2	0	0	8	8	расценивать	2	VERB
4864	0	0	0	0	0	0	0	0	2	0	16	16	уполномочить	2	VERB
4865	0	0	0	0	0	0	0	0	2	0	14	14	оскорблять	2	VERB
4866	0	0	0	0	0	0	0	0	2	2	15	15	наказывать	4	VERB
4867	2	0	0	0	0	0	0	4	0	0	22	22	изымать	6	VERB
4868	0	0	0	0	0	0	0	0	2	0	4	4	подкупить	2	VERB
4869	0	0	2	0	0	0	0	0	0	0	4	4	выкидывать	2	VERB
4870	0	0	0	0	0	0	0	2	0	2	17	17	шевелить	4	VERB
4871	2	0	0	0	0	0	0	0	0	0	16	16	донорство	2	NOUN
4872	0	0	0	0	0	0	0	2	0	0	3	3	приумножать	2	VERB
4873	0	0	2	0	0	0	0	0	0	0	52	52	плен	2	NOUN
4874	0	0	0	0	0	0	0	2	0	0	6	6	обнажать	2	VERB
4875	0	0	2	0	0	0	0	0	0	0	17	17	односторонний	2	ADJ
4876	0	0	4	0	0	0	0	0	0	0	4	4	усидеть	4	VERB
4877	0	0	0	0	0	0	0	2	0	0	2	2	методично	2	ADV
4878	0	0	2	0	0	0	0	0	0	0	26	26	крепнуть	2	VERB
4879	0	0	2	0	0	0	0	0	0	0	2	2	заделать	2	VERB
4880	0	0	2	0	0	0	0	0	0	0	45	45	слушатель	2	NOUN
